text,x,y,layer,entity_type,source
FH(L):41.20,-15778118.62569227,3480876.296935344,블럭체인계획고,BLOCK_TEXT,virtual_block
제거식 E/ANCHOR,-15949702.025322761,3481164.834193229,-$$TEXT,BLOCK_TEXT,virtual_block
X8,-15917900.59402654,3481197.951038255,열넘버-ER,BLOCK_TEXT,virtual_block
"하였으며, 최종 굴착레벨은 반드시 건축구조도면을 확인하여야한다.",-15728621.414914988,3482010.8768975344,Text,BLOCK_TEXT,virtual_block
완충녹지,-15888171.25414981,3482018.9399549654,_CT_택지현황,BLOCK_TEXT,virtual_block
40.512,-15851519.633907221,3482251.5611484293,블록계획고점,BLOCK_TEXT,virtual_block
X9,-15913629.502947422,3482447.063121117,열넘버-ER,BLOCK_TEXT,virtual_block
196,-15864234.382448774,3482705.403222265,$$_PILE,BLOCK_TEXT,virtual_block
42.400,-15899007.48168315,3483420.398993181,블록계획고점,BLOCK_TEXT,virtual_block
FH(R):42.34,-15893754.731715105,3484039.143480802,블럭체인계획고,BLOCK_TEXT,virtual_block
42.340,-15893754.819579981,3484039.4411421064,블록계획고점,BLOCK_TEXT,virtual_block
EL+35.04m,-15820922.275988262,3484119.6030323063,T-text,BLOCK_TEXT,virtual_block
41.511,-15852086.022733591,3484169.7553285602,블록계획고점,BLOCK_TEXT,virtual_block
7. 굴착깊이는 기초두께 및 버림콘크리트 두께를 고려하여 산정,-15730631.144911965,3484410.0636808635,Text,BLOCK_TEXT,virtual_block
X10,-15906421.374710355,3484553.2963312375,열넘버-ER,BLOCK_TEXT,virtual_block
41.511,-15852652.411559008,3486087.9495089296,블록계획고점,BLOCK_TEXT,virtual_block
FH:41.51,-15853182.565258209,3486650.1010906883,블럭체인계획고,BLOCK_TEXT,virtual_block
607동,-15818539.164728278,3486680.0808831616,RGB255,BLOCK_TEXT,virtual_block
Y22,-15766126.024655305,3486762.742974543,열넘버-ER,BLOCK_TEXT,virtual_block
매설물을 확인한 후 시공하여 안전시공에 만전을 기하여야 한다.,-15728433.807052037,3487070.2682204535,Text,BLOCK_TEXT,virtual_block
주기,-15668864.388504863,3487162.696089296,FTEXT,BLOCK_TEXT,virtual_block
NOTE,-15654864.38850487,3487162.696089296,FTEXT,BLOCK_TEXT,virtual_block
H-15,-15826587.838532684,3487397.9675480826,#시추위치_탄성파탐사,BLOCK_TEXT,virtual_block
40.150,-15832384.445877932,3488071.449515367,블록계획고점,BLOCK_TEXT,virtual_block
X11,-15889988.847333642,3489344.954247679,열넘버-ER,BLOCK_TEXT,virtual_block
"재조사를 실시하여야 하며, H-PILE(C.I.P)의 위치는 줄파기를 실시하여",-15728433.807047533,3489469.4549994213,Text,BLOCK_TEXT,virtual_block
FH(R):41.94,-15874619.543696307,3489859.0318825487,블럭체인계획고,BLOCK_TEXT,virtual_block
41.944,-15874619.543726824,3489859.0320755485,블록계획고점,BLOCK_TEXT,virtual_block
41.150,-15832950.834704302,3489989.643695617,블록계획고점,BLOCK_TEXT,virtual_block
건설공사,-15658712.892615406,3490037.6960892947,form,BLOCK_TEXT,virtual_block
C1,-15762651.583161833,3490326.6628322243,계산용단면,BLOCK_TEXT,virtual_block
1.8m 치환,-15816194.105383096,3491047.7927115276,Defpoint,BLOCK_TEXT,virtual_block
+42.80,-15920621.96341923,3491270.1893770383,LEVEL,BLOCK_TEXT,virtual_block
X12,-15883113.788883451,3491355.615790929,열넘버-ER,BLOCK_TEXT,virtual_block
"매설물의 이격거리, 종류와 깊이 등을 관련기관과 협의 후 정밀한",-15728433.807043035,3491868.641778391,Text,BLOCK_TEXT,virtual_block
41.150,-15833517.223529719,3491907.8378758673,블록계획고점,BLOCK_TEXT,virtual_block
FH:41.15,-15834047.409320537,3492470.060357703,블럭체인계획고,BLOCK_TEXT,virtual_block
X13,-15877838.65734183,3492912.5228062556,열넘버-ER,BLOCK_TEXT,virtual_block
H-14,-15788510.308069091,3493247.7384217447,#시추위치_탄성파탐사,BLOCK_TEXT,virtual_block
A-6BL 공동주택,-15662934.360006709,3493537.696089293,form,BLOCK_TEXT,virtual_block
39.829,-15813249.257856272,3493891.337905312,블록계획고점,BLOCK_TEXT,virtual_block
"사고가 발생되고 있으므로 시공자는지하매설물의 현황, 현장과",-15728433.807038536,3494267.8285573567,Text,BLOCK_TEXT,virtual_block
X14,-15872556.035654608,3494443.308579882,열넘버-ER,BLOCK_TEXT,virtual_block
FH(R):41.54,-15855484.355677508,3495678.9202842955,블럭체인계획고,BLOCK_TEXT,virtual_block
41.544,-15855484.355709933,3495678.920483852,블록계획고점,BLOCK_TEXT,virtual_block
40.829,-15813815.646682642,3495809.532085562,블록계획고점,BLOCK_TEXT,virtual_block
+41.00,-15752937.561285885,3495826.05919618,LEVEL,BLOCK_TEXT,virtual_block
X15,-15867280.904113078,3496000.2155951825,열넘버-ER,BLOCK_TEXT,virtual_block
B,-15881223.77398023,3496665.5827731243,계산용단면,BLOCK_TEXT,virtual_block
6. 굴토 공사시 지하매설물 조사 미비 또는 오류 등에 의한 크고 작은,-15730443.537035512,3496667.0153406886,Text,BLOCK_TEXT,virtual_block
'25 남양주왕숙,-15662448.626311056,3497037.6960892915,form,BLOCK_TEXT,virtual_block
X16,-15862002.02749853,3497544.061989701,열넘버-ER,BLOCK_TEXT,virtual_block
40.829,-15814382.035508059,3497727.7262658123,블록계획고점,BLOCK_TEXT,virtual_block
FH:40.83,-15814912.189229012,3498289.8779220823,블럭체인계획고,BLOCK_TEXT,virtual_block
X17,-15859301.256364565,3498319.7665293994,열넘버-ER,BLOCK_TEXT,virtual_block
적절한 보강대책을 강구하여야 한다.,-15728433.807029532,3499067.689383954,Text,BLOCK_TEXT,virtual_block
28M 도로,-15900035.036799684,3499319.7028993117,_CT_택지현황,BLOCK_TEXT,virtual_block
39.559,-15794114.069862269,3499711.226391459,블록계획고점,BLOCK_TEXT,virtual_block
FH(L):41.20,-15783732.612502001,3500072.2119198088,블럭체인계획고,BLOCK_TEXT,virtual_block
X18,-15852586.431200787,3500297.722561414,열넘버-ER,BLOCK_TEXT,virtual_block
설계명,-15668864.388504863,3500662.6960892896,FTEXT,BLOCK_TEXT,virtual_block
PROJECT TITLE,-15654864.38850487,3500662.6960892896,FTEXT,BLOCK_TEXT,virtual_block
39.493,-15788696.89558687,3501358.833589459,블록계획고점,BLOCK_TEXT,virtual_block
5. 인접구조물 및 지하매설물에 특이사항 발생시 감리자와 협의하여,-15730443.53702651,3501466.876167288,Text,BLOCK_TEXT,virtual_block
FH(R):41.16,-15836349.167658709,3501498.8086861614,블럭체인계획고,BLOCK_TEXT,virtual_block
41.156,-15836349.167685412,3501498.8088650946,블록계획고점,BLOCK_TEXT,virtual_block
40.559,-15794680.45868864,3501629.420571709,블록계획고점,BLOCK_TEXT,virtual_block
X19,-15845867.86096424,3502262.6179725747,열넘버-ER,BLOCK_TEXT,virtual_block
40.493,-15789263.284412287,3503277.02776959,블록계획고점,BLOCK_TEXT,virtual_block
40.558,-15795246.847514056,3503547.61475184,블록계획고점,BLOCK_TEXT,virtual_block
"따르므로 고이는 물을 TRENCH에 집수, 즉시 배수하여야 한다.",-15728433.807020854,3503694.528999764,Text,BLOCK_TEXT,virtual_block
FH:40.56,-15795777.00121405,3504109.766337389,블럭체인계획고,BLOCK_TEXT,virtual_block
248,-15787170.626679966,3504384.266968516,$$_PILE,BLOCK_TEXT,virtual_block
X20,-15838190.69340304,3504512.392126819,열넘버-ER,BLOCK_TEXT,virtual_block
40.493,-15789829.673238657,3505195.22194984,블록계획고점,BLOCK_TEXT,virtual_block
+41.70,-15874078.091290172,3505268.346408334,LEVEL,BLOCK_TEXT,virtual_block
FH:40.49,-15790359.859289927,3505757.4452293385,블럭체인계획고,BLOCK_TEXT,virtual_block
저하와 공사시 DRY WORK가 되지 않아 집토 및 상차에 어려움이,-15728433.807016354,3506093.715778732,Text,BLOCK_TEXT,virtual_block
X21,-15832014.263246821,3506300.048892085,열넘버-ER,BLOCK_TEXT,virtual_block
FH:40.47,-15788446.34055849,3506339.434049583,블럭체인계획고,BLOCK_TEXT,virtual_block
FH:40.45,-15786532.821762448,3506921.4228894776,블럭체인계획고,BLOCK_TEXT,virtual_block
FH(R):40.81,-15817213.97963991,3507318.6970880274,블럭체인계획고,BLOCK_TEXT,virtual_block
40.811,-15817213.97966852,3507318.697273517,블록계획고점,BLOCK_TEXT,virtual_block
X22,-15825296.891442738,3508269.1236992325,열넘버-ER,BLOCK_TEXT,virtual_block
4. 터파기시 지하수위선 아래는 유로를 따라 물이 고이게 되어 강도,-15730443.537013331,3508492.902562063,Text,BLOCK_TEXT,virtual_block
FH:40.71,-15754888.943337891,3509681.318288931,도로체인계획고,BLOCK_TEXT,virtual_block
X23,-15820021.759900957,3509826.0307146143,열넘버-ER,BLOCK_TEXT,virtual_block
NO.0,-15753287.30429276,3510154.2372774053,도로체인번호,BLOCK_TEXT,virtual_block
"정도를 확인한 후 차수보강 여부를 감리자와 협의, 시공한다.",-15728433.807007512,3510807.067319437,Text,BLOCK_TEXT,virtual_block
+52.80,-16031626.52456259,3511013.1624558335,LEVEL,BLOCK_TEXT,virtual_block
X24,-15814739.138213798,3511356.8164882106,열넘버-ER,BLOCK_TEXT,virtual_block
H-300x300x10x15,-15787359.15050044,3512790.137304215,-$$TEXT,BLOCK_TEXT,virtual_block
X25,-15809464.00667178,3512913.7235036613,열넘버-ER,BLOCK_TEXT,virtual_block
"A3=1/1,000",-15828501.43770132,3512958.864450641,0.토목 타이틀,TEXT,modelspace
FH(R):40.52,-15798078.791621111,3513138.5854898933,블럭체인계획고,BLOCK_TEXT,virtual_block
40.520,-15798078.791660212,3513138.585709119,블록계획고점,BLOCK_TEXT,virtual_block
"3. 시험굴착을 선행, 유입수량을 파악하고 토류벽에 발생하는 누수",-15730443.537004491,3513206.2541027702,Text,BLOCK_TEXT,virtual_block
+44.60,-16010288.484295495,3513374.377277295,LEVEL,BLOCK_TEXT,virtual_block
X26,-15806267.886821833,3513848.4523232672,열넘버-ER,BLOCK_TEXT,virtual_block
40.445,-15792661.619776629,3514786.201010013,블록계획고점,BLOCK_TEXT,virtual_block
엄지말뚝@1.5m,-15787697.412370786,3514868.310100932,-$$TEXT,BLOCK_TEXT,virtual_block
변동이 발생하면 이에 따른 토목설계도 변경하여야 한다.,-15728433.806998838,3515433.9069352476,Text,BLOCK_TEXT,virtual_block
X27,-15799545.571512593,3515800.287113543,열넘버-ER,BLOCK_TEXT,virtual_block
NO. 9+9.90,-15788413.678909205,3516078.1898782495,블럭체인계획고,BLOCK_TEXT,virtual_block
FH:40.39,-15787131.21052283,3516497.3799123596,블럭체인계획고,BLOCK_TEXT,virtual_block
C.I.P (Ø500 @500),-15787697.412370786,3516903.0960218054,-$$TEXT,BLOCK_TEXT,virtual_block
X28,-15794630.363376494,3517251.9318747036,열넘버-ER,BLOCK_TEXT,virtual_block
"2. 본 설계는 건축설계를 기준으로 설계되었으므로, 건축 설계의",-15730443.536995815,3517833.093718581,Text,BLOCK_TEXT,virtual_block
+40.70,-15824900.81423324,3517855.686548077,LEVEL,BLOCK_TEXT,virtual_block
굴착계획 평면도,-15882611.44003554,3519208.391582296,0.토목 타이틀,TEXT,modelspace
토류구조물 시공시 건축구조물과의 간섭을 고려하여 시공한다.,-15728353.24527894,3520370.2717106836,Text,BLOCK_TEXT,virtual_block
완충녹지,-15759739.5739863,3521594.9392223395,_CT_택지현황,BLOCK_TEXT,virtual_block
"1. 본 설계는 건축구조물과 합벽 및 비합벽이 혼용하여 설계되었으므로,",-15730418.359841276,3522833.380035369,Text,BLOCK_TEXT,virtual_block
N O T E,-15722277.423372192,3526849.837290498,Text,BLOCK_TEXT,virtual_block
446.96m2,-15866625.35586036,3540393.996320175,블록계획고점,TEXT,modelspace
446.96m2,-15865954.21667303,3543368.313076823,블록계획고점,TEXT,modelspace
294.85m2,-15823258.49840231,3551889.276599875,블록계획고점,TEXT,modelspace
294.85m2,-15822587.35921497,3554863.593356523,블록계획고점,TEXT,modelspace
552.73m2,-16031444.55733377,3669921.276681312,블록계획고점,TEXT,modelspace
552.73m2,-16031444.55733377,3673450.111276907,블록계획고점,TEXT,modelspace
잡석콘크리트치환 T=1.8m(1층당 잡석0.4+,-15866396.92377368,3750668.018201744,블록계획고점,TEXT,modelspace
589.41m2,-15865725.78458635,3753642.334958392,블록계획고점,TEXT,modelspace
800.75m2,-15814207.0417259,3771583.962032361,블록계획고점,TEXT,modelspace
800.75m2,-15813535.90253857,3774558.278789008,블록계획고점,TEXT,modelspace
