C-605 전체 텍스트 정밀 추출 결과
========================================================================================================================
source: C:\UnityProjects\SafeAR_Wangsuk_Viewer\Assets\StreamingAssets\WangsukDXF\SourceDXF\unzipped\dxf\6.가시설공사\C-605 굴착계획 평면도.dxf
all text count: 700
candidate count: 83

[후보 텍스트]
------------------------------------------------------------------------------------------------------------------------
[etc] 엄지말뚝을 H형강으로 적용 할 경우 KS F 4603에 적합한 제품을 사용하여야 한다. / x=-15727258.9, y=3256738.0, layer=Text, type=BLOCK_TEXT, source=virtual_block
40.705 / x=-15941983.2, y=3294249.0, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
FH(L):40.70 / x=-15941983.2, y=3294249.0, layer=블럭체인계획고, type=BLOCK_TEXT, source=virtual_block
41.079 / x=-15979530.5, y=3294285.2, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
NO.35 / x=-15900348.4, y=3294704.2, layer=도로체인번호, type=BLOCK_TEXT, source=virtual_block
X5 / x=-15879769.7, y=3294796.5, layer=열넘버-ER, type=BLOCK_TEXT, source=virtual_block
일 자 / x=-15668864.4, y=3295162.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
DATE / x=-15654864.4, y=3295162.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
X6 / x=-15876670.8, y=3295689.2, layer=열넘버-ER, type=BLOCK_TEXT, source=virtual_block
40.705 / x=-15942549.6, y=3296167.2, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
FH(L):41.10 / x=-15980319.7, y=3296958.0, layer=블럭체인계획고, type=BLOCK_TEXT, source=virtual_block
X7 / x=-15871391.8, y=3297232.5, layer=열넘버-ER, type=BLOCK_TEXT, source=virtual_block
39.705 / x=-15943116.0, y=3298085.3, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
1 / / x=-15650837.2, y=3298162.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
1,000 / x=-15647111.3, y=3298186.9, layer=TEXT-ER, type=TEXT, source=modelspace
A3 / x=-15665375.9, y=3298194.1, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
X8 / x=-15864673.4, y=3299198.0, layer=열넘버-ER, type=BLOCK_TEXT, source=virtual_block
FH:40.57 / x=-15921739.4, y=3299648.5, layer=도로체인계획고, type=BLOCK_TEXT, source=virtual_block
FH(L):40.57 / x=-15922787.3, y=3299863.0, layer=블럭체인계획고, type=BLOCK_TEXT, source=virtual_block
40.570 / x=-15922787.3, y=3299863.0, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
41.117 / x=-15981187.8, y=3299898.0, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
NO.0 / x=-15923623.0, y=3300139.6, layer=도로체인번호, type=BLOCK_TEXT, source=virtual_block
026 / x=-15979104.5, y=3300210.5, layer=$$_PILE, type=BLOCK_TEXT, source=virtual_block
001 / x=-15942047.9, y=3300210.5, layer=$$_PILE, type=BLOCK_TEXT, source=virtual_block
492 / x=-15937922.6, y=3300210.5, layer=$$_PILE, type=BLOCK_TEXT, source=virtual_block
X9 / x=-15860402.3, y=3300447.1, layer=열넘버-ER, type=BLOCK_TEXT, source=virtual_block
